(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 2005 (Leitband)

"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Verbandsgemeinde";"Gemeinde";"Kennziffer Briefwahlzugehörigkeit";"Name";"Größenklasse"
"264";"08";"1";"17";"0806";"061";"00";"Lauterstein, Stadt";"06"
"264";"08";"1";"17";"0807";"016";"07";"Drackenstein";"03"
"264";"08";"1";"17";"0807";"028";"00";"Gruibingen";"06"
"264";"08";"1";"17";"0807";"031";"07";"Hohenstadt";"04"
"264";"08";"1";"17";"0807";"035";"00";"Mühlhausen im Täle";"05"
"264";"08";"1";"17";"0807";"058";"07";"Wiesensteig, Stadt";"06"
"264";"08";"1";"17";"0807";"999";"07";"BW Drackenstein, Hohenstadt, Wiesensteig";"99"
"264";"08";"1";"17";"0808";"001";"00";"Adelberg";"06"
"264";"08";"1";"17";"0808";"009";"00";"Birenbach";"05"
"264";"08";"1";"17";"0808";"011";"00";"Börtlingen";"05"
"264";"08";"1";"17";"0808";"038";"00";"Rechberghausen";"08"
"264";"08";"1";"17";"0809";"002";"00";"Aichelberg";"05"
"264";"08";"1";"17";"0809";"012";"00";"Boll";"08"
"264";"08";"1";"17";"0809";"017";"00";"Dürnau";"06"
"264";"08";"1";"17";"0809";"023";"00";"Gammelshausen";"05"
"264";"08";"1";"17";"0809";"029";"00";"Hattenhofen";"06"
"264";"08";"1";"17";"0809";"060";"00";"Zell unter Aichelberg";"06"
"264";"08";"1";"17";"0810";"003";"00";"Albershausen";"07"
"264";"08";"1";"17";"0810";"051";"00";"Uhingen, Stadt";"09"
"264";"08";"1";"17";"0811";"020";"00";"Eschenbach";"06"
"264";"08";"1";"17";"0811";"030";"00";"Heiningen";"08"
"266";"08";"1";"18";"0000";"003";"00";"Asperg, Stadt";"09"
"266";"08";"1";"18";"0000";"011";"00";"Ditzingen, Stadt";"10"
"266";"08";"1";"18";"0000";"019";"00";"Gerlingen, Stadt";"09"
"267";"08";"1";"18";"0000";"021";"00";"Großbottwar, Stadt";"08"
"266";"08";"1";"18";"0000";"046";"00";"Kornwestheim, Stadt";"10"
"266";"08";"1";"18";"0000";"048";"00";"Ludwigsburg, Stadt";"11"
"266";"08";"1";"18";"0000";"050";"00";"Markgröningen, Stadt";"09"
"266";"08";"1";"18";"0000";"051";"00";"Möglingen";"09"
"267";"08";"1";"18";"0000";"060";"00";"Oberstenfeld";"08"
"267";"08";"1";"18";"0000";"076";"00";"Sachsenheim, Stadt";"09"
"266";"08";"1";"18";"0000";"080";"00";"Korntal-Münchingen, Stadt";"09"
"266";"08";"1";"18";"0000";"081";"00";"Remseck am Neckar, Stadt";"10"
"267";"08";"1";"18";"0801";"007";"00";"Besigheim, Stadt";"09"
"267";"08";"1";"18";"0801";"016";"00";"Freudental";"06"
"267";"08";"1";"18";"0801";"018";"00";"Gemmrigheim";"07"
"267";"08";"1";"18";"0801";"028";"00";"Hessigheim";"06"
"267";"08";"1";"18";"0801";"047";"00";"Löchgau";"08"
"267";"08";"1";"18";"0801";"053";"00";"Mundelsheim";"07"
"267";"08";"1";"18";"0801";"074";"00";"Walheim";"06"
"267";"08";"1";"18";"0802";"071";"00";"Tamm";"09"
"267";"08";"1";"18";"0802";"077";"00";"Ingersheim";"08"
"267";"08";"1";"18";"0802";"079";"00";"Bietigheim-Bissingen, Stadt";"10"
"267";"08";"1";"18";"0803";"010";"00";"Bönnigheim, Stadt";"08"
"267";"08";"1";"18";"0803";"015";"00";"Erligheim";"06"
"267";"08";"1";"18";"0803";"040";"00";"Kirchheim am Neckar";"08"
"267";"08";"1";"18";"0804";"063";"00";"Pleidelsheim";"08"
"267";"08";"1";"18";"0804";"078";"00";"Freiberg am Neckar, Stadt";"09"
"267";"08";"1";"18";"0805";"001";"00";"Affalterbach";"07"
"267";"08";"1";"18";"0805";"006";"00";"Benningen am Neckar";"08"
"267";"08";"1";"18";"0805";"014";"00";"Erdmannhausen";"07"
"267";"08";"1";"18";"0805";"049";"00";"Marbach am Neckar, Stadt";"09"
"266";"08";"1";"18";"0806";"027";"00";"Hemmingen";"08"
"266";"08";"1";"18";"0806";"067";"00";"Schwieberdingen";"09"
"267";"08";"1";"18";"0807";"054";"00";"Murr";"08"
"267";"08";"1";"18";"0807";"070";"00";"Steinheim an der Murr, Stadt";"09"
"266";"08";"1";"18";"0808";"012";"00";"Eberdingen";"08"
"266";"08";"1";"18";"0808";"059";"00";"Oberriexingen, Stadt";"07"
"266";"08";"1";"18";"0808";"068";"00";"Sersheim";"08"
"266";"08";"1";"18";"0808";"073";"00";"Vaihingen an der Enz, Stadt";"10"
"265";"08";"1";"19";"0000";"001";"00";"Alfdorf";"08"
"265";"08";"1";"19";"0000";"020";"00";"Fellbach, Stadt";"10"
"265";"08";"1";"19";"0000";"041";"00";"Korb";"09"
"270";"08";"1";"19";"0000";"044";"00";"Murrhardt, Stadt";"09"
"265";"08";"1";"19";"0000";"061";"00";"Rudersberg";"09"
"265";"08";"1";"19";"0000";"079";"00";"Waiblingen, Stadt";"11"
"265";"08";"1";"19";"0000";"089";"00";"Berglen";"08"
"265";"08";"1";"19";"0000";"090";"00";"Remshalden";"09"
"265";"08";"1";"19";"0000";"091";"00";"Weinstadt, Stadt";"10"
"265";"08";"1";"19";"0000";"093";"00";"Kernen im Remstal";"09"
"270";"08";"1";"19";"0801";"003";"00";"Allmersbach im Tal";"07"
"270";"08";"1";"19";"0801";"004";"00";"Althütte";"07"
"270";"08";"1";"19";"0801";"006";"00";"Auenwald";"08"
"270";"08";"1";"19";"0801";"008";"00";"Backnang, Stadt";"10"
"270";"08";"1";"19";"0801";"018";"00";"Burgstetten";"07"
"270";"08";"1";"19";"0801";"038";"00";"Kirchberg an der Murr";"07"
"270";"08";"1";"19";"0801";"053";"00";"Oppenweiler";"07"
"270";"08";"1";"19";"0801";"083";"00";"Weissach im Tal";"08"
"270";"08";"1";"19";"0801";"087";"00";"Aspach";"08"
"265";"08";"1";"19";"0802";"055";"00";"Plüderhausen";"08"
"265";"08";"1";"19";"0802";"076";"00";"Urbach";"08"
"265";"08";"1";"19";"0803";"067";"00";"Schorndorf, Stadt";"10"
"265";"08";"1";"19";"0803";"086";"00";"Winterbach";"08"
"270";"08";"1";"19";"0804";"024";"00";"Großerlach";"06"
"270";"08";"1";"19";"0804";"069";"00";"Spiegelberg";"06"
"270";"08";"1";"19";"0804";"075";"00";"Sulzbach an der Murr";"08"
"265";"08";"1";"19";"0805";"037";"00";"Kaisersbach";"06"
"265";"08";"1";"19";"0805";"084";"00";"Welzheim, Stadt";"09"
"265";"08";"1";"19";"0806";"042";"00";"Leutenbach";"09"
"265";"08";"1";"19";"0806";"068";"00";"Schwaikheim";"08"
"265";"08";"1";"19";"0806";"085";"00";"Winnenden, Stadt";"10"
"268";"08";"1";"21";"0000";"000";"00";"Heilbronn, Stadt";"12"
"268";"08";"1";"25";"0000";"007";"00";"Bad Wimpfen, Stadt";"08"
"268";"08";"1";"25";"0000";"039";"00";"Gundelsheim, Stadt";"08"
"267";"08";"1";"25";"0000";"058";"00";"Leingarten";"09"
"268";"08";"1";"25";"0000";"068";"00";"Neudenau, Stadt";"08"
"268";"08";"1";"25";"0000";"107";"00";"Wüstenrot";"08"
"268";"08";"1";"25";"0801";"005";"00";"Bad Friedrichshall, Stadt";"09"
"268";"08";"1";"25";"0801";"078";"00";"Oedheim";"08"
"268";"08";"1";"25";"0801";"079";"00";"Offenau";"06"
"268";"08";"1";"25";"0802";"006";"00";"Bad Rappenau, Stadt";"10"
"268";"08";"1";"25";"0802";"049";"00";"Kirchardt";"08"
"268";"08";"1";"25";"0802";"087";"00";"Siegelsbach";"05"
"267";"08";"1";"25";"0803";"013";"00";"Brackenheim, Stadt";"09"
"267";"08";"1";"25";"0803";"017";"00";"Cleebronn";"06"
"268";"08";"1";"25";"0804";"026";"00";"Eppingen, Stadt";"10"
"268";"08";"1";"25";"0804";"034";"00";"Gemmingen";"08"
"268";"08";"1";"25";"0804";"047";"00";"Ittlingen";"06"
"267";"08";"1";"25";"0805";"030";"00";"Flein";"08"
"267";"08";"1";"25";"0805";"094";"00";"Talheim";"07"
"267";"08";"1";"25";"0806";"056";"00";"Lauffen am Neckar, Stadt";"09"
"267";"08";"1";"25";"0806";"066";"00";"Neckarwestheim";"07"
"267";"08";"1";"25";"0806";"074";"00";"Nordheim";"08"
"268";"08";"1";"25";"0807";"048";"00";"Jagsthausen";"05"
"268";"08";"1";"25";"0807";"063";"00";"Möckmühl, Stadt";"08"
"268";"08";"1";"25";"0807";"084";"00";"Roigheim";"05"
"268";"08";"1";"25";"0807";"103";"00";"Widdern, Stadt";"05"
"268";"08";"1";"25";"0808";"027";"00";"Erlenbach";"07"
"268";"08";"1";"25";"0808";"065";"00";"Neckarsulm, Stadt";"10"
"268";"08";"1";"25";"0808";"096";"00";"Untereisesheim";"07"
"268";"08";"1";"25";"0809";"069";"00";"Neuenstadt am Kocher, Stadt";"08"
"268";"08";"1";"25";"0809";"111";"00";"Hardthausen am Kocher";"07"
"268";"08";"1";"25";"0809";"113";"00";"Langenbrettach";"07"
"267";"08";"1";"25";"0810";"038";"00";"Güglingen, Stadt";"08"
"267";"08";"1";"25";"0810";"081";"00";"Pfaffenhofen";"06"
"267";"08";"1";"25";"0810";"108";"00";"Zaberfeld";"07"
"268";"08";"1";"25";"0811";"059";"00";"Löwenstein, Stadt";"07"
"268";"08";"1";"25";"0811";"110";"00";"Obersulm";"09"
"267";"08";"1";"25";"0812";"001";"00";"Abstatt";"07"
"267";"08";"1";"25";"0812";"008";"00";"Beilstein, Stadt";"08"
"267";"08";"1";"25";"0812";"046";"00";"Ilsfeld";"08"
"267";"08";"1";"25";"0812";"098";"00";"Untergruppenbach";"08"
"268";"08";"1";"25";"0813";"061";"00";"Massenbachhausen";"07"
"268";"08";"1";"25";"0813";"086";"00";"Schwaigern, Stadt";"09"
"268";"08";"1";"25";"0814";"021";"00";"Eberstadt";"07"
"268";"08";"1";"25";"0814";"024";"00";"Ellhofen";"07"
"268";"08";"1";"25";"0814";"057";"00";"Lehrensteinsfeld";"05"
"268";"08";"1";"25";"0814";"102";"00";"Weinsberg, Stadt";"09"
"269";"08";"1";"26";"0000";"011";"00";"Bretzfeld";"09"
"269";"08";"1";"26";"0000";"072";"00";"Schöntal";"08"
"269";"08";"1";"26";"0801";"047";"00";"Kupferzell";"08"
"269";"08";"1";"26";"0801";"058";"00";"Neuenstein, Stadt";"08"
"269";"08";"1";"26";"0801";"085";"00";"Waldenburg, Stadt";"07"
"269";"08";"1";"26";"0802";"020";"00";"Dörzbach";"06"
"269";"08";"1";"26";"0802";"045";"00";"Krautheim, Stadt";"07"
"269";"08";"1";"26";"0802";"056";"00";"Mulfingen";"07"
"269";"08";"1";"26";"0803";"039";"00";"Ingelfingen, Stadt";"08"
"269";"08";"1";"26";"0803";"046";"00";"Künzelsau, Stadt";"09"
"269";"08";"1";"26";"0804";"028";"00";"Forchtenberg, Stadt";"08"
"269";"08";"1";"26";"0804";"060";"00";"Niedernhall, Stadt";"07"
"269";"08";"1";"26";"0804";"086";"00";"Weißbach";"06"
"269";"08";"1";"26";"0805";"066";"00";"Öhringen, Stadt";"10"
"269";"08";"1";"26";"0805";"069";"00";"Pfedelbach";"08"
"269";"08";"1";"26";"0805";"094";"00";"Zweiflingen";"05"
"269";"08";"1";"27";"0000";"008";"00";"Blaufelden";"08"
"269";"08";"1";"27";"0000";"052";"00";"Mainhardt";"08"
"269";"08";"1";"27";"0000";"075";"00";"Schrozberg, Stadt";"08"
"269";"08";"1";"27";"0801";"009";"00";"Braunsbach";"06"
"269";"08";"1";"27";"0801";"086";"00";"Untermünkheim";"07"
"269";"08";"1";"27";"0802";"014";"00";"Crailsheim, Stadt";"10"
"269";"08";"1";"27";"0802";"073";"00";"Satteldorf";"08"
"269";"08";"1";"27";"0802";"103";"00";"Frankenhardt";"07"
"269";"08";"1";"27";"0802";"104";"00";"Stimpfach";"07"
"269";"08";"1";"27";"0803";"101";"00";"Kreßberg";"07"
"269";"08";"1";"27";"0803";"102";"00";"Fichtenau";"07"
"269";"08";"1";"27";"0804";"032";"00";"Gerabronn, Stadt";"07"
"269";"08";"1";"27";"0804";"047";"00";"Langenburg, Stadt";"05"
"269";"08";"1";"27";"0805";"043";"00";"Ilshofen, Stadt";"08"
"269";"08";"1";"27";"0805";"089";"00";"Vellberg, Stadt";"07"
"269";"08";"1";"27";"0805";"099";"00";"Wolpertshausen";"05"
"269";"08";"1";"27";"0806";"023";"00";"Fichtenberg";"06"
"269";"08";"1";"27";"0806";"025";"00";"Gaildorf, Stadt";"09"
"269";"08";"1";"27";"0806";"062";"00";"Oberrot";"07"
"269";"08";"1";"27";"0806";"079";"00";"Sulzbach-Laufen";"06"
"269";"08";"1";"27";"0807";"012";"00";"Bühlertann";"07"
"269";"08";"1";"27";"0807";"013";"00";"Bühlerzell";"06"
"269";"08";"1";"27";"0807";"063";"00";"Obersontheim";"07"
"269";"08";"1";"27";"0808";"046";"00";"Kirchberg an der Jagst, Stadt";"07"
"269";"08";"1";"27";"0808";"071";"00";"Rot am See";"08"
"269";"08";"1";"27";"0808";"091";"00";"Wallhausen";"07"
"269";"08";"1";"27";"0809";"056";"00";"Michelbach an der Bilz";"07"
"269";"08";"1";"27";"0809";"059";"00";"Michelfeld";"07"
"269";"08";"1";"27";"0809";"076";"00";"Schwäbisch Hall, Stadt";"10"
"269";"08";"1";"27";"0809";"100";"00";"Rosengarten";"08"
"277";"08";"1";"28";"0000";"020";"00";"Creglingen, Stadt";"07"
"277";"08";"1";"28";"0000";"039";"00";"Freudenberg, Stadt";"07"
"277";"08";"1";"28";"0000";"064";"00";"Külsheim, Stadt";"08"
"277";"08";"1";"28";"0000";"082";"00";"Niederstetten, Stadt";"08"
"277";"08";"1";"28";"0000";"126";"00";"Weikersheim, Stadt";"08"
"277";"08";"1";"28";"0000";"131";"00";"Wertheim, Stadt";"10"
"277";"08";"1";"28";"0000";"139";"00";"Lauda-Königshofen, Stadt";"09"
"277";"08";"1";"28";"0801";"006";"00";"Assamstadt";"06"
"277";"08";"1";"28";"0801";"007";"00";"Bad Mergentheim, Stadt";"10"
"277";"08";"1";"28";"0801";"058";"00";"Igersheim";"08"
"277";"08";"1";"28";"0802";"014";"00";"Boxberg, Stadt";"08"
"277";"08";"1";"28";"0802";"138";"00";"Ahorn";"06"
"277";"08";"1";"28";"0803";"047";"00";"Grünsfeld, Stadt";"07"
"277";"08";"1";"28";"0803";"137";"00";"Wittighausen";"05"
"277";"08";"1";"28";"0804";"045";"00";"Großrinderfeld";"07"
"277";"08";"1";"28";"0804";"061";"00";"Königheim";"07"
"277";"08";"1";"28";"0804";"115";"00";"Tauberbischofsheim, Stadt";"09"
"277";"08";"1";"28";"0804";"128";"00";"Werbach";"07"
"271";"08";"1";"35";"0000";"010";"00";"Dischingen";"07"
"271";"08";"1";"35";"0000";"015";"00";"Gerstetten";"09"
"271";"08";"1";"35";"0000";"020";"00";"Herbrechtingen, Stadt";"09"
"271";"08";"1";"35";"0000";"025";"00";"Königsbronn";"08"
"271";"08";"1";"35";"0000";"032";"00";"Steinheim am Albuch";"08"
"271";"08";"1";"35";"0801";"016";"00";"Giengen an der Brenz, Stadt";"10"
"271";"08";"1";"35";"0801";"021";"00";"Hermaringen";"06"
"271";"08";"1";"35";"0802";"019";"00";"Heidenheim an der Brenz, Stadt";"11"
"271";"08";"1";"35";"0802";"026";"00";"Nattheim";"08"
"271";"08";"1";"35";"0803";"027";"00";"Niederstotzingen, Stadt";"07"
"271";"08";"1";"35";"0803";"031";"00";"Sontheim an der Brenz";"08"
"270";"08";"1";"36";"0000";"002";"00";"Abtsgmünd";"08"
"270";"08";"1";"36";"0000";"027";"00";"Gschwend";"08"
"270";"08";"1";"36";"0000";"042";"00";"Lorch, Stadt";"09"
"271";"08";"1";"36";"0000";"045";"00";"Neresheim, Stadt";"08"
"271";"08";"1";"36";"0000";"050";"00";"Oberkochen, Stadt";"08"
"271";"08";"1";"36";"0801";"021";"00";"Essingen";"08"
"271";"08";"1";"36";"0801";"033";"00";"Hüttlingen";"08"
"271";"08";"1";"36";"0801";"088";"00";"Aalen, Stadt";"11"
"271";"08";"1";"36";"0802";"010";"00";"Bopfingen, Stadt";"09"
"271";"08";"1";"36";"0802";"037";"00";"Kirchheim am Ries";"06"
"271";"08";"1";"36";"0802";"087";"00";"Riesbürg";"06"
"271";"08";"1";"36";"0803";"003";"00";"Adelmannsfelden";"05"
"271";"08";"1";"36";"0803";"018";"00";"Ellenberg";"05"
"271";"08";"1";"36";"0803";"019";"00";"Ellwangen (Jagst), Stadt";"10"
"271";"08";"1";"36";"0803";"035";"00";"Jagstzell";"06"
"271";"08";"1";"36";"0803";"046";"00";"Neuler";"07"
"271";"08";"1";"36";"0803";"060";"00";"Rosenberg";"06"
"271";"08";"1";"36";"0803";"084";"00";"Wört";"05"
"271";"08";"1";"36";"0803";"089";"00";"Rainau";"07"
"271";"08";"1";"36";"0804";"038";"00";"Lauchheim, Stadt";"07"
"271";"08";"1";"36";"0804";"082";"00";"Westhausen";"08"
"270";"08";"1";"36";"0805";"020";"91";"Eschach";"05"
"270";"08";"1";"36";"0805";"024";"00";"Göggingen";"06"
"270";"08";"1";"36";"0805";"034";"00";"Iggingen";"06"
"270";"08";"1";"36";"0805";"040";"00";"Leinzell";"06"
"270";"08";"1";"36";"0805";"049";"91";"Obergröningen";"03"
"270";"08";"1";"36";"0805";"062";"00";"Schechingen";"06"
"270";"08";"1";"36";"0806";"007";"00";"Bartholomä";"06"
"270";"08";"1";"36";"0806";"009";"00";"Böbingen an der Rems";"07"
"270";"08";"1";"36";"0806";"028";"00";"Heubach, Stadt";"09"
"270";"08";"1";"36";"0806";"029";"00";"Heuchlingen";"05"
"270";"08";"1";"36";"0806";"043";"00";"Mögglingen";"07"
"270";"08";"1";"36";"0807";"065";"00";"Schwäbisch Gmünd, Stadt";"11"
"270";"08";"1";"36";"0807";"079";"00";"Waldstetten";"08"
"270";"08";"1";"36";"0808";"015";"00";"Durlangen";"06"
"270";"08";"1";"36";"0808";"044";"00";"Mutlangen";"08"
"270";"08";"1";"36";"0808";"061";"00";"Ruppertshofen";"05"
"270";"08";"1";"36";"0808";"066";"00";"Spraitbach";"07"
"270";"08";"1";"36";"0808";"070";"91";"Täferrot";"05"
"270";"08";"1";"36";"0000";"999";"91";"BW Eschach, Obergröningen, Täferrot";"99"
"271";"08";"1";"36";"0809";"068";"00";"Stödtlen";"05"
"271";"08";"1";"36";"0809";"071";"00";"Tannhausen";"05"
"271";"08";"1";"36";"0809";"075";"00";"Unterschneidheim";"07"
"274";"08";"2";"11";"0000";"000";"00";"Baden-Baden, Stadt";"11"
"272";"08";"2";"12";"0000";"000";"00";"Karlsruhe, Stadt";"13"
"273";"08";"2";"15";"0000";"017";"00";"Ettlingen, Stadt";"10"
"273";"08";"2";"15";"0000";"046";"00";"Malsch";"09"
"273";"08";"2";"15";"0000";"047";"00";"Marxzell";"08"
"279";"08";"2";"15";"0000";"064";"00";"Östringen, Stadt";"09"
"279";"08";"2";"15";"0000";"084";"00";"Ubstadt-Weiher";"09"
"273";"08";"2";"15";"0000";"089";"00";"Walzbachtal";"08"
"273";"08";"2";"15";"0000";"090";"00";"Weingarten (Baden)";"08"
"273";"08";"2";"15";"0000";"096";"00";"Karlsbad";"09"
"273";"08";"2";"15";"0000";"097";"00";"Kraichtal, Stadt";"09"
"273";"08";"2";"15";"0000";"101";"00";"Pfinztal";"09"
"273";"08";"2";"15";"0000";"102";"00";"Eggenstein-Leopoldshafen";"09"
"273";"08";"2";"15";"0000";"105";"00";"Linkenheim-Hochstetten";"09"
"279";"08";"2";"15";"0000";"106";"00";"Waghäusel, Stadt";"09"
"273";"08";"2";"15";"0000";"108";"00";"Rheinstetten, Stadt";"10"
"273";"08";"2";"15";"0000";"109";"00";"Stutensee, Stadt";"10"
"273";"08";"2";"15";"0000";"110";"00";"Waldbronn";"09"
"279";"08";"2";"15";"0801";"039";"00";"Kronau";"08"
"279";"08";"2";"15";"0801";"100";"00";"Bad Schönborn";"09"
"273";"08";"2";"15";"0802";"007";"00";"Bretten, Stadt";"10"
"273";"08";"2";"15";"0802";"025";"00";"Gondelsheim";"07"
"279";"08";"2";"15";"0803";"009";"00";"Bruchsal, Stadt";"10"
"279";"08";"2";"15";"0803";"021";"00";"Forst";"08"
"279";"08";"2";"15";"0803";"029";"00";"Hambrücken";"08"
"279";"08";"2";"15";"0803";"103";"00";"Karlsdorf-Neuthard";"08"
"273";"08";"2";"15";"0804";"099";"00";"Graben-Neudorf";"09"
"273";"08";"2";"15";"0804";"111";"00";"Dettenheim";"08"
"273";"08";"2";"15";"0805";"040";"00";"Kürnbach";"06"
"273";"08";"2";"15";"0805";"059";"00";"Oberderdingen";"09"
"279";"08";"2";"15";"0806";"066";"00";"Philippsburg, Stadt";"09"
"279";"08";"2";"15";"0806";"107";"00";"Oberhausen-Rheinhausen";"08"
"273";"08";"2";"15";"0807";"082";"00";"Sulzfeld";"07"
"273";"08";"2";"15";"0807";"094";"00";"Zaisenhausen";"05"
"274";"08";"2";"16";"0000";"008";"00";"Bühlertal";"08"
"274";"08";"2";"16";"0000";"013";"00";"Forbach";"08"
"274";"08";"2";"16";"0000";"015";"00";"Gaggenau, Stadt";"10"
"274";"08";"2";"16";"0801";"006";"00";"Bischweier";"07"
"274";"08";"2";"16";"0801";"024";"00";"Kuppenheim, Stadt";"08"
"274";"08";"2";"16";"0802";"007";"00";"Bühl, Stadt";"10"
"274";"08";"2";"16";"0802";"041";"00";"Ottersweier";"08"
"274";"08";"2";"16";"0803";"002";"00";"Au am Rhein";"07"
"274";"08";"2";"16";"0803";"005";"00";"Bietigheim";"08"
"274";"08";"2";"16";"0803";"009";"00";"Durmersheim";"09"
"274";"08";"2";"16";"0803";"012";"00";"Elchesheim-Illingen";"07"
"274";"08";"2";"16";"0804";"017";"00";"Gernsbach, Stadt";"09"
"274";"08";"2";"16";"0804";"029";"00";"Loffenau";"06"
"274";"08";"2";"16";"0804";"059";"00";"Weisenbach";"06"
"274";"08";"2";"16";"0805";"023";"00";"Iffezheim";"07"
"274";"08";"2";"16";"0805";"033";"00";"Muggensturm";"08"
"274";"08";"2";"16";"0805";"039";"00";"Ötigheim";"07"
"274";"08";"2";"16";"0805";"043";"00";"Rastatt, Stadt";"10"
"274";"08";"2";"16";"0805";"052";"00";"Steinmauern";"06"
"274";"08";"2";"16";"0806";"028";"00";"Lichtenau, Stadt";"08"
"274";"08";"2";"16";"0806";"063";"00";"Rheinmünster";"08"
"274";"08";"2";"16";"0807";"022";"00";"Hügelsheim";"07"
"274";"08";"2";"16";"0807";"049";"00";"Sinzheim";"09"
"275";"08";"2";"21";"0000";"000";"00";"Heidelberg, Stadt";"12"
"276";"08";"2";"22";"0000";"000";"00";"Mannheim, Universitätsstadt";"13"
"277";"08";"2";"25";"0000";"014";"00";"Buchen (Odenwald), Stadt";"09"
"277";"08";"2";"25";"0000";"060";"00";"Mudau";"08"
"277";"08";"2";"25";"0801";"032";"00";"Hardheim";"08"
"277";"08";"2";"25";"0801";"039";"00";"Höpfingen";"07"
"277";"08";"2";"25";"0801";"109";"00";"Walldürn, Stadt";"09"
"277";"08";"2";"25";"0802";"033";"00";"Haßmersheim";"07"
"277";"08";"2";"25";"0802";"042";"00";"Hüffenhardt";"06"
"277";"08";"2";"25";"0803";"002";"00";"Aglasterhausen";"07"
"277";"08";"2";"25";"0803";"068";"00";"Neunkirchen";"05"
"277";"08";"2";"25";"0803";"116";"00";"Schwarzach";"07"
"277";"08";"2";"25";"0804";"024";"00";"Fahrenbach";"06"
"277";"08";"2";"25";"0804";"052";"00";"Limbach";"07"
"277";"08";"2";"25";"0805";"058";"00";"Mosbach, Stadt";"10"
"277";"08";"2";"25";"0805";"067";"00";"Neckarzimmern";"05"
"277";"08";"2";"25";"0805";"074";"00";"Obrigheim";"08"
"277";"08";"2";"25";"0805";"117";"00";"Elztal";"08"
"277";"08";"2";"25";"0806";"010";"00";"Binau";"05"
"277";"08";"2";"25";"0806";"064";"00";"Neckargerach";"06"
"277";"08";"2";"25";"0806";"113";"00";"Zwingenberg";"04"
"277";"08";"2";"25";"0806";"118";"00";"Waldbrunn";"08"
"277";"08";"2";"25";"0807";"075";"00";"Osterburken, Stadt";"08"
"277";"08";"2";"25";"0807";"082";"00";"Rosenberg";"06"
"277";"08";"2";"25";"0807";"114";"00";"Ravenstein, Stadt";"07"
"277";"08";"2";"25";"0808";"009";"00";"Billigheim";"08"
"277";"08";"2";"25";"0808";"115";"00";"Schefflenz";"07"
"277";"08";"2";"25";"0809";"001";"00";"Adelsheim, Stadt";"08"
"277";"08";"2";"25";"0809";"091";"00";"Seckach";"07"
"279";"08";"2";"26";"0000";"009";"00";"Brühl";"09"
"275";"08";"2";"26";"0000";"012";"00";"Dossenheim";"09"
"275";"08";"2";"26";"0000";"018";"00";"Eppelheim, Stadt";"09"
"275";"08";"2";"26";"0000";"028";"00";"Heddesheim";"09"
"275";"08";"2";"26";"0000";"036";"00";"Ilvesheim";"08"
"279";"08";"2";"26";"0000";"037";"00";"Ketsch";"09"
"275";"08";"2";"26";"0000";"038";"00";"Ladenburg, Stadt";"09"
"278";"08";"2";"26";"0000";"041";"00";"Leimen, Stadt";"10"
"278";"08";"2";"26";"0000";"060";"00";"Nußloch";"09"
"279";"08";"2";"26";"0000";"062";"00";"Oftersheim";"09"
"279";"08";"2";"26";"0000";"063";"00";"Plankstadt";"08"
"278";"08";"2";"26";"0000";"076";"00";"Sandhausen";"09"
"275";"08";"2";"26";"0000";"082";"00";"Schriesheim, Stadt";"09"
"279";"08";"2";"26";"0000";"084";"00";"Schwetzingen, Stadt";"10"
"278";"08";"2";"26";"0000";"095";"00";"Walldorf, Stadt";"09"
"275";"08";"2";"26";"0000";"096";"00";"Weinheim, Stadt";"10"
"278";"08";"2";"26";"0000";"103";"00";"St. Leon-Rot";"09"
"275";"08";"2";"26";"0000";"105";"00";"Edingen-Neckarhausen";"09"
"275";"08";"2";"26";"0000";"107";"00";"Hirschberg an der Bergstraße";"08"
"278";"08";"2";"26";"0801";"013";"00";"Eberbach, Stadt";"09"
"278";"08";"2";"26";"0801";"081";"00";"Schönbrunn";"07"
"278";"08";"2";"26";"0802";"020";"00";"Eschelbronn";"06"
"278";"08";"2";"26";"0802";"048";"00";"Mauer";"07"
"278";"08";"2";"26";"0802";"049";"00";"Meckesheim";"08"
"278";"08";"2";"26";"0802";"086";"00";"Spechbach";"05"
"278";"08";"2";"26";"0802";"104";"00";"Lobbach";"06"
"275";"08";"2";"26";"0803";"031";"00";"Hemsbach, Stadt";"09"
"275";"08";"2";"26";"0803";"040";"00";"Laudenbach";"08"
"279";"08";"2";"26";"0804";"003";"00";"Altlußheim";"08"
"279";"08";"2";"26";"0804";"032";"00";"Hockenheim, Stadt";"10"
"279";"08";"2";"26";"0804";"059";"00";"Neulußheim";"08"
"279";"08";"2";"26";"0804";"068";"00";"Reilingen";"08"
"278";"08";"2";"26";"0805";"006";"00";"Bammental";"08"
"278";"08";"2";"26";"0805";"022";"00";"Gaiberg";"06"
"278";"08";"2";"26";"0805";"056";"00";"Neckargemünd, Stadt";"09"
"278";"08";"2";"26";"0805";"097";"00";"Wiesenbach";"07"
"278";"08";"2";"26";"0806";"046";"00";"Malsch";"07"
"278";"08";"2";"26";"0806";"054";"00";"Mühlhausen";"08"
"278";"08";"2";"26";"0806";"065";"00";"Rauenberg, Stadt";"08"
"278";"08";"2";"26";"0807";"027";"07";"Heddesbach";"04"
